0.832634 0.145365 0.84401
0.643869 0.154731 0.839076
0.635517 0.149541 0.85422
0.654398 0.153885 0.850255
0.840839 0.16566 0.852904
0.145761 0.837465 0.34653
0.842122 0.165359 0.839183
0.846661 0.639896 0.352234
0.138194 0.839349 0.341715
0.846313 0.63976 0.348563
0.848473 0.659381 0.345539
0.65338 0.137023 0.855472
0.846079 0.654787 0.36359
0.161787 0.845669 0.351768
0.856874 0.653505 0.351896
0.855173 0.157197 0.858882
0.157712 0.848613 0.342279
0.651788 0.153975 0.849691
0.860075 0.650143 0.353783
0.658297 0.149294 0.83484
0.142015 0.864146 0.346737
0.845473 0.651108 0.344647
0.655213 0.148366 0.854144
0.15687 0.856521 0.352788
0.153911 0.850894 0.343136
0.155223 0.850092 0.339001
0.85766 0.151739 0.846254
0.162377 0.854044 0.35289
0.64839 0.148031 0.855959
0.155709 0.854978 0.356461
0.848418 0.157893 0.856002
0.65646 0.152836 0.842265
0.843019 0.147261 0.841819
0.14676 0.840204 0.351066
0.844937 0.647774 0.34599
0.844506 0.645807 0.355093
0.655364 0.146305 0.859535
0.639875 0.156302 0.847849
0.14356 0.839426 0.353503
0.857605 0.15446 0.848747
0.855042 0.643895 0.353649
0.837588 0.653685 0.360307
0.157146 0.852803 0.338899
0.84905 0.65861 0.348614
0.856567 0.154021 0.861856
0.156931 0.852781 0.355861
0.850558 0.646586 0.334724
0.858644 0.65578 0.361505
0.14636 0.849886 0.352199
0.850354 0.640606 0.349831
0.642909 0.164639 0.845625
0.848051 0.643093 0.34682
0.150463 0.846164 0.347977
0.848166 0.657995 0.350395
0.659633 0.155872 0.838028
0.654754 0.163566 0.854876
0.647101 0.151399 0.850295
0.148217 0.846339 0.348717
0.651761 0.142642 0.858276
0.154703 0.853546 0.35224
0.147009 0.846273 0.344969
0.848713 0.148839 0.847571
0.845162 0.641836 0.34248
0.856493 0.155989 0.854009
0.85973 0.657129 0.339664
0.853238 0.151817 0.853771
0.140454 0.857991 0.356913
0.848418 0.658593 0.348973
0.848303 0.156197 0.848697
0.846703 0.651312 0.352843
0.845572 0.148861 0.826453
0.853814 0.666003 0.345731
0.149674 0.855525 0.33378
0.64817 0.150834 0.853298
0.851994 0.654262 0.343943
0.643581 0.157607 0.845483
0.843328 0.147561 0.844805
0.151852 0.850434 0.356329
0.848474 0.150708 0.85251
0.156614 0.850441 0.351768
0.652419 0.157431 0.857933
0.639076 0.143137 0.854555
0.644962 0.158197 0.850687
0.851566 0.146789 0.853766
0.843427 0.651548 0.34396
0.649451 0.148461 0.8458
0.848515 0.157758 0.850837
0.845968 0.65001 0.355495
0.162857 0.851566 0.353336
0.651605 0.141761 0.852694
0.849096 0.650492 0.347386
0.847783 0.15692 0.851919
0.844224 0.649995 0.353319
0.14779 0.848006 0.340821
0.642457 0.151463 0.848704
0.658451 0.150478 0.844268
0.840082 0.143707 0.840841
0.848465 0.643694 0.357286
0.853459 0.154401 0.847682
0.851353 0.159997 0.853152
0.652036 0.160188 0.859478
0.842234 0.149544 0.844018
0.154344 0.84367 0.339872
0.852407 0.6585 0.355282
0.852812 0.643429 0.343163
0.850361 0.147323 0.85437
0.845974 0.647161 0.348437
0.860148 0.645627 0.341362
0.849835 0.657233 0.355656
0.862839 0.650125 0.339345
0.852705 0.645111 0.350677
0.837813 0.658957 0.353478
0.860009 0.159579 0.846708
0.14046 0.846739 0.341832
0.833892 0.642909 0.346784
0.141445 0.843526 0.344036
0.847687 0.15143 0.848061
0.656482 0.152609 0.853559
0.648637 0.152545 0.838695
0.157768 0.848935 0.347406
0.850088 0.1438 0.852282
0.851613 0.140945 0.856888
0.866517 0.651182 0.341431
0.856678 0.65477 0.349705
0.850845 0.661879 0.351286
0.843324 0.143516 0.843238
0.15453 0.845317 0.346879
0.844808 0.647339 0.338795
0.84257 0.648321 0.351689
0.653201 0.146632 0.849912
0.63807 0.149529 0.849622
0.650234 0.139021 0.837261
0.155387 0.849912 0.34273
0.853757 0.148438 0.850136
0.155507 0.854298 0.340105
0.650427 0.153922 0.847085
0.156589 0.855308 0.356497
0.150643 0.842538 0.349983
0.645725 0.146009 0.845043
0.848278 0.158776 0.849642
0.647014 0.144737 0.850526
0.857669 0.155614 0.861698
0.849694 0.141494 0.85095
0.854831 0.152765 0.854301
